Trans Number,Employee,Year,Month,WeekDay,Product,Units,Sales,Location
1307,Betsy,2020,January,Wednesday,mascara,28,86.32286374,east
1308,Zaret,2020,August,Tuesday,mascara,39,119.491553,east
1309,Zaret,2020,October,Friday,lip gloss,89,268.7204065,west
1310,Betsy,2018,April,Friday,foundation,72,218.1578425,south
1311,Colleen,2018,August,Sunday,lip gloss,63,191.0796767,south
1312,Cristina,2020,December,Thursday,foundation,47,142.1470812,west
1313,Ashley,2019,July,Thursday,mascara,8,25.61999779,midwest
1314,Betsy,2018,November,Sunday,lip gloss,88,265.5671714,east
1315,Ashley,2018,August,Sunday,lip gloss,12,37.81867988,midwest
1316,Jen,2019,November,Sunday,mascara,79,239.1751968,midwest
1317,Colleen,2018,June,Thursday,lipstick,39,118.9448844,south
1318,Jen,2020,February,Sunday,mascara,61,185.0561348,west
1319,Jen,2020,September,Wednesday,lip gloss,12,38.27523343,west
1320,Zaret,2018,November,Sunday,mascara,25,76.65116824,east
1321,Cici,2019,November,Sunday,foundation,82,248.2610073,south
1322,Ashley,2018,December,Tuesday,mascara,4,14.48265398,west
1323,Ashley,2020,December,Sunday,lipstick,22,68.22685445,south
1324,Ashley,2020,September,Sunday,mascara,81,244.6243385,midwest
1325,Zaret,2019,February,Friday,eye liner,34,103.8517281,south
1326,Ashley,2018,November,Thursday,mascara,89,269.7447891,east
1327,Zaret,2019,January,Thursday,mascara,6,20.30969003,midwest
1328,Jen,2019,June,Sunday,eye liner,78,235.99588,south
1329,Cici,2019,May,Friday,lip gloss,9,28.85271127,south
1330,Cristina,2020,December,Thursday,mascara,9,29.7181181,east
1331,Cristina,2020,April,Wednesday,foundation,73,221.1834992,east
1332,Betsy,2018,January,Thursday,lip gloss,13,41.92379193,midwest
1333,Colleen,2019,March,Tuesday,eye liner,14,43.99880873,midwest
1334,Betsy,2019,May,Tuesday,lipstick,33,100.3119525,midwest
1335,Betsy,2018,March,Thursday,foundation,17,53.12311944,east
1336,Hallagan,2020,July,Wednesday,lip gloss,9,29.50115219,south
1337,Jen,2020,February,Thursday,mascara,15,47.31152358,midwest
1338,Ashley,2020,September,Saturday,lipstick,50,152.3101916,east
1339,Jen,2018,November,Sunday,lipstick,13,40.55875987,west
1340,Hallagan,2018,September,Monday,lip gloss,24,74.73113731,west
1341,Betsy,2019,December,Friday,lip gloss,77,232.892756,south
1342,Hallagan,2020,May,Thursday,mascara,21,65.21458883,east
1343,Cici,2019,July,Thursday,mascara,80,240.7622688,midwest
1344,Hallagan,2018,November,Sunday,mascara,56,170.5090192,south
1345,Cristina,2019,April,Sunday,foundation,28,86.00269825,west
1346,Jen,2019,November,Sunday,lipstick,50,151.569095,midwest
1347,Cristina,2019,April,Sunday,eye liner,23,71.40530302,east
1348,Jen,2018,June,Sunday,lip gloss,77,232.8505,midwest
1349,Betsy,2018,February,Tuesday,mascara,56,170.2627007,east
1350,Cici,2020,April,Wednesday,lip gloss,26,79.76009552,east
1351,Ashley,2018,February,Tuesday,foundation,18,55.93170674,south
1352,Cristina,2018,February,Tuesday,lip gloss,40,121.1029253,south
1353,Hallagan,2018,February,Tuesday,mascara,75,227.0664148,south
1354,Colleen,2019,February,Friday,lipstick,61,184.7539347,midwest
1355,Ashley,2018,December,Tuesday,lipstick,35,106.7357916,west
1356,Cici,2019,July,Friday,foundation,42,127.7429731,west
1357,Hallagan,2018,November,Thursday,eye liner,47,142.5864094,south
1358,Ashley,2018,October,Saturday,mascara,74,225.0192555,south
1359,Ashley,2019,May,Tuesday,mascara,55,166.251696,west
1360,Zaret,2019,September,Thursday,lip gloss,87,263.1107486,west
1361,Ashley,2018,June,Monday,foundation,75,227.3291643,south
1362,Emilee,2020,June,Tuesday,foundation,91,274.6074478,west
1363,Ashley,2019,December,Monday,lip gloss,79,238.2057821,south
1364,Cici,2018,June,Thursday,mascara,31,94.91531463,midwest
1365,Hallagan,2018,October,Tuesday,eye liner,36,109.8683995,midwest
1366,Jen,2018,June,Monday,mascara,80,242.0631393,south
1367,Betsy,2020,March,Friday,lip gloss,32,98.10586342,east
1368,Zaret,2018,June,Monday,lipstick,29,89.17280288,west
1369,Hallagan,2019,May,Friday,foundation,64,193.516763,west
1370,Cristina,2018,March,Wednesday,lip gloss,27,83.66849735,west
1371,Cici,2018,September,Friday,lip gloss,36,109.8092859,west
1372,Betsy,2020,December,Wednesday,mascara,36,109.4565777,west
1373,Jen,2020,October,Monday,mascara,32,97.34339996,south
1374,Cristina,2020,August,Tuesday,mascara,9,29.17303465,east
1375,Zaret,2020,May,Monday,foundation,78,235.6357076,east
1376,Zaret,2019,January,Sunday,lipstick,55,167.6930031,west
1377,Hallagan,2018,August,Sunday,mascara,79,239.2582266,south
1378,Hallagan,2017,December,Sunday,eye liner,9,29.36931209,south
1379,Betsy,2020,December,Sunday,foundation,4,14.27632998,west
1380,Hallagan,2020,April,Wednesday,mascara,6,20.16524638,midwest
1381,Cici,2019,May,Tuesday,eye liner,18,55.91901949,midwest
1382,Zaret,2019,October,Tuesday,eye liner,14,44.49126077,west
1383,Cristina,2020,August,Friday,lip gloss,91,275.5044793,east
1384,Zaret,2019,December,Thursday,eye liner,74,224.0718776,south
1385,Betsy,2018,July,Saturday,lip gloss,47,143.8575642,west
1386,Colleen,2020,October,Friday,foundation,28,86.46828953,south
1387,Colleen,2020,September,Wednesday,eye liner,21,64.78420777,west
1388,Cristina,2019,March,Wednesday,foundation,52,157.6942437,south
1389,Zaret,2018,June,Monday,lipstick,33,101.0885613,south
1390,Colleen,2018,February,Friday,mascara,7,19.43792396,east
1391,Cristina,2018,March,Thursday,lip gloss,12,38.23808817,south
1392,Zaret,2018,February,Saturday,eye liner,1,4.504972773,south
1393,Betsy,2018,January,Monday,mascara,56,169.7577022,south
1394,Cristina,2019,June,Sunday,foundation,34,104.4770665,south
1395,Cici,2019,February,Friday,foundation,83,250.3897488,midwest
1396,Colleen,2019,March,Saturday,eye liner,4,10.15562484,south
1397,Cristina,2019,January,Thursday,foundation,9,29.70366422,south
1398,Hallagan,2018,May,Saturday,eye liner,64,193.990784,west
1399,Cici,2018,May,Saturday,lip gloss,13,40.94742483,south
1400,Zaret,2018,April,Friday,lip gloss,9,28.6836821,south
1401,Emilee,2020,September,Wednesday,lip gloss,6,19.54628145,west
1402,Ashley,2020,May,Monday,foundation,55,167.0921059,midwest
1403,Jen,2020,May,Friday,lipstick,64,194.8349093,south
1404,Betsy,2019,June,Wednesday,lip gloss,27,82.65474888,east
1405,Jen,2018,October,Saturday,lip gloss,4,14.35836711,west
1406,Cici,2019,November,Saturday,lip gloss,17,53.45022602,midwest
1407,Ashley,2020,August,Friday,lip gloss,24,74.2874174,east
1408,Emilee,2019,December,Thursday,lip gloss,87,262.8805947,west
1409,Zaret,2018,November,Thursday,mascara,10,31.75922778,east
1410,Cristina,2018,October,Saturday,mascara,0,1.831133946,midwest
1411,Cristina,2019,January,Sunday,lip gloss,73,221.0091797,midwest
1412,Hallagan,2018,March,Sunday,lip gloss,66,200.1219825,midwest
1413,Betsy,2020,August,Friday,lip gloss,70,211.7533365,west
1414,Zaret,2018,December,Friday,foundation,78,235.9059602,east
1415,Jen,2019,November,Saturday,mascara,22,66.96506579,east
1416,Emilee,2018,October,Tuesday,mascara,21,65.21746271,south
1417,Betsy,2018,October,Saturday,lip gloss,8,25.82495288,east
1418,Ashley,2018,February,Tuesday,mascara,62,187.8011272,west
1419,Colleen,2020,May,Thursday,mascara,81,244.5074651,east
1420,Zaret,2018,December,Tuesday,lip gloss,72,218.1726572,east
1421,Hallagan,2020,October,Thursday,eye liner,13,41.35687552,west
1422,Betsy,2019,August,Wednesday,lipstick,52,157.4187323,south
1423,Cristina,2020,January,Saturday,eye liner,49,148.1067936,west
1424,Cristina,2018,March,Sunday,eye liner,82,248.1691565,south
1425,Zaret,2020,April,Saturday,eye liner,5,17.01569032,midwest
1426,Jen,2019,September,Thursday,mascara,45,136.856309,west
1427,Emilee,2019,December,Thursday,mascara,10,27.35090278,midwest
1428,Ashley,2020,December,Wednesday,eye liner,53,160.8516406,midwest
1429,Hallagan,2019,March,Wednesday,lipstick,24,73.61606446,east
1430,Cristina,2020,July,Sunday,lip gloss,27,83.23212229,midwest
1431,Jen,2020,April,Sunday,foundation,52,158.6300169,west
1432,Zaret,2020,October,Monday,foundation,0,1.781572869,east
1433,Cristina,2018,June,Thursday,mascara,92,278.6517304,east
1434,Emilee,2020,October,Monday,mascara,22,67.70678539,east
1435,Cici,2020,April,Sunday,eye liner,67,202.9037053,west
1436,Zaret,2019,October,Friday,mascara,7,23.03432735,west
1437,Cici,2018,May,Saturday,eye liner,10,27.96273435,south
1438,Colleen,2020,August,Friday,mascara,10,31.66721795,midwest
1439,Cristina,2019,June,Sunday,foundation,15,46.47755148,midwest
1440,Ashley,2019,June,Sunday,lipstick,0,2.130905592,south
1441,Zaret,2020,March,Friday,foundation,93,280.908914,east
1442,Hallagan,2020,January,Saturday,foundation,57,172.6217798,west
1443,Cristina,2018,September,Friday,lip gloss,69,208.7655138,west
1444,Cici,2019,December,Friday,foundation,53,161.6481718,south
1445,Ashley,2020,October,Monday,lipstick,67,203.56553,south
1446,Cici,2018,March,Thursday,eye liner,23,70.70815277,east
1447,Colleen,2018,June,Thursday,mascara,43,131.1601914,west
1448,Jen,2020,October,Monday,lip gloss,69,209.3951563,west
1449,Hallagan,2020,September,Sunday,lipstick,45,136.5034222,midwest
1450,Zaret,2019,November,Saturday,eye liner,70,211.7009714,west
1451,Colleen,2020,October,Monday,mascara,91,274.5014015,east
1452,Emilee,2020,December,Sunday,mascara,33,100.481405,midwest
1453,Colleen,2020,August,Monday,foundation,90,272.3577946,midwest
1454,Colleen,2018,December,Tuesday,mascara,17,52.51626058,east
1455,Zaret,2018,July,Saturday,eye liner,7,18.91673799,east
1456,Ashley,2018,August,Thursday,mascara,21,64.91264228,west
1457,Jen,2019,August,Tuesday,foundation,14,44.32781817,midwest
1458,Zaret,2020,April,Wednesday,lipstick,84,254.2723216,east
1459,Cristina,2020,January,Saturday,lipstick,92,278.1289227,west
1460,Zaret,2020,October,Monday,lip gloss,1,0.128599435,west
1461,Zaret,2019,May,Friday,lip gloss,73,222.0867658,south
1462,Cici,2020,January,Tuesday,foundation,48,146.4210828,east
1463,Cici,2018,December,Friday,eye liner,72,217.0823301,south
1464,Betsy,2020,July,Wednesday,foundation,42,127.608714,east
1465,Zaret,2018,December,Tuesday,foundation,80,242.2075462,west
1466,Zaret,2019,August,Wednesday,foundation,56,170.8555888,south
1467,Jen,2018,January,Monday,mascara,46,140.5768644,east
1468,Betsy,2020,May,Friday,eye liner,45,136.7721639,west
1469,Ashley,2019,June,Saturday,foundation,53,160.4016384,east
1470,Ashley,2019,September,Monday,eye liner,51,155.0515282,west
1471,Cristina,2019,December,Monday,mascara,64,193.299032,east
1472,Betsy,2018,November,Sunday,eye liner,15,47.08666057,west
1473,Zaret,2018,March,Thursday,lipstick,33,101.6998866,east
1474,Emilee,2020,May,Thursday,eye liner,31,95.05066755,west
1475,Ashley,2019,December,Monday,lipstick,51,155.1847283,east
1476,Cristina,2020,August,Friday,foundation,7,18.6360867,east
1477,Ashley,2019,May,Friday,eye liner,37,112.074064,east
1478,Betsy,2019,June,Wednesday,foundation,43,130.9737955,south
1479,Cici,2020,May,Monday,mascara,63,190.6920983,south
1480,Colleen,2018,July,Friday,eye liner,29,89.58901621,west
1481,Cici,2019,December,Thursday,mascara,20,61.94409172,midwest
1482,Emilee,2020,March,Tuesday,eye liner,48,146.4422399,west
1483,Betsy,2019,July,Friday,eye liner,94,284.3065158,midwest
1484,Betsy,2020,September,Saturday,foundation,41,124.8834354,midwest
1485,Betsy,2019,January,Sunday,eye liner,45,137.5462075,south
1486,Jen,2019,May,Friday,lip gloss,69,208.6065609,west
1487,Ashley,2018,March,Thursday,mascara,48,146.16734,south
1488,Cristina,2019,January,Sunday,mascara,38,115.7031947,west
1489,Betsy,2020,January,Saturday,lip gloss,49,149.1105207,south
1490,Colleen,2018,August,Thursday,foundation,79,239.1502803,west
1491,Ashley,2019,July,Monday,foundation,93,281.3413368,south
1492,Colleen,2018,December,Tuesday,foundation,67,202.4360183,west
1493,Betsy,2020,May,Monday,foundation,13,41.31876953,east
1494,Ashley,2019,October,Friday,lip gloss,71,215.3622259,west
1495,Betsy,2020,October,Monday,foundation,15,46.38654955,west
1496,Zaret,2019,September,Sunday,eye liner,89,269.1236545,south
1497,Zaret,2019,October,Tuesday,mascara,65,197.4961991,midwest
1498,Zaret,2018,December,Tuesday,eye liner,16,49.9776215,midwest
1499,Betsy,2020,May,Friday,lip gloss,48,146.1294022,east
1500,Hallagan,2019,August,Wednesday,eye liner,78,235.9430418,midwest
1501,Cici,2018,January,Monday,lip gloss,5,17.19135784,west
1502,Emilee,2020,January,Tuesday,lip gloss,33,101.7068934,west
1503,Ashley,2020,March,Tuesday,foundation,73,220.6254494,midwest
1504,Betsy,2018,July,Tuesday,mascara,93,280.8622586,south
1505,Betsy,2019,December,Friday,foundation,37,113.2423604,east
1506,Colleen,2019,July,Friday,lip gloss,23,70.33809299,south
1507,Colleen,2019,November,Sunday,lip gloss,3,7.208596188,west
1508,Jen,2020,February,Thursday,eye liner,39,118.955409,south
1509,Betsy,2020,April,Sunday,eye liner,83,251.4037069,midwest
1510,Emilee,2020,August,Tuesday,foundation,65,197.8086213,south
1511,Betsy,2018,November,Monday,lip gloss,13,41.7394125,east
1512,Emilee,2019,November,Wednesday,foundation,9,28.85589955,east
1513,Cristina,2020,December,Sunday,eye liner,4,10.35325541,south
1514,Ashley,2018,October,Wednesday,mascara,22,67.74528512,south
1515,Hallagan,2019,March,Wednesday,mascara,3,6.892018061,south
1516,Colleen,2018,July,Saturday,mascara,58,176.1980495,south
1517,Cristina,2018,August,Sunday,eye liner,65,196.6391148,south
1518,Colleen,2018,June,Monday,eye liner,9,28.45906518,midwest
1519,Emilee,2020,October,Monday,lipstick,18,56.30024144,south
1520,Hallagan,2018,May,Tuesday,foundation,55,166.7781249,east
1521,Cristina,2019,January,Wednesday,eye liner,69,209.5682295,south
1522,Zaret,2018,April,Monday,eye liner,51,155.5596049,west
1523,Ashley,2020,January,Saturday,lipstick,23,71.15000793,south
1524,Betsy,2020,April,Wednesday,lip gloss,38,115.8089598,west
1525,Zaret,2018,November,Monday,lipstick,8,22.28659155,midwest
1526,Hallagan,2020,October,Monday,eye liner,20,61.782563,west
1527,Cristina,2019,July,Thursday,lip gloss,25,76.80058251,west
1528,Betsy,2020,October,Monday,eye liner,6,16.10594614,west
1529,Zaret,2020,July,Thursday,lip gloss,88,266.7720989,midwest
1530,Jen,2020,May,Monday,eye liner,62,187.5417975,south
1531,Hallagan,2017,December,Sunday,lipstick,80,242.1601241,south
1532,Cici,2018,March,Wednesday,lipstick,66,199.7037672,west
1533,Emilee,2018,November,Sunday,foundation,34,104.4493069,west
1534,Hallagan,2018,December,Friday,eye liner,49,149.816215,midwest
1535,Cici,2018,July,Tuesday,lip gloss,45,136.9233187,south
1536,Cristina,2019,December,Monday,foundation,16,49.65018756,west
1537,Jen,2019,August,Saturday,lipstick,45,136.6378672,west
1538,Ashley,2018,June,Thursday,eye liner,1,5.72634796,midwest
1539,Cici,2019,July,Friday,mascara,33,100.9705532,south
1540,Hallagan,2019,August,Wednesday,lipstick,37,113.0393011,south
1541,Ashley,2019,July,Thursday,eye liner,46,139.3370907,west
1542,Betsy,2018,February,Friday,foundation,71,215.350168,south
1543,Zaret,2018,November,Monday,mascara,59,179.1170565,west
1544,Zaret,2019,April,Thursday,lipstick,84,253.541083,west
1545,Zaret,2020,June,Saturday,eye liner,91,274.2335654,west
1546,Cristina,2018,March,Wednesday,lip gloss,33,100.2287181,west
1547,Cici,2018,December,Tuesday,eye liner,34,104.0414292,east
1548,Zaret,2020,October,Monday,lip gloss,1,5.319913608,west
1549,Hallagan,2018,February,Saturday,eye liner,42,128.7276895,west
1550,Cici,2019,December,Monday,eye liner,45,137.9298223,east
1551,Emilee,2018,October,Saturday,lip gloss,26,80.03158779,east
1552,Ashley,2018,January,Monday,eye liner,72,218.3283058,south
1553,Zaret,2020,July,Thursday,eye liner,5,13.39070958,west
1554,Colleen,2018,March,Sunday,foundation,31,94.66291469,south
1555,Cici,2017,December,Sunday,lip gloss,48,145.908598,south
1556,Colleen,2020,October,Friday,mascara,84,253.5971337,midwest
1557,Zaret,2020,February,Thursday,eye liner,54,163.8956083,south
1558,Colleen,2018,January,Thursday,mascara,44,134.1892533,west
1559,Cristina,2018,October,Wednesday,lip gloss,40,122.0533156,south
1560,Betsy,2019,August,Wednesday,lip gloss,25,76.89626524,west
1561,Emilee,2018,February,Saturday,lip gloss,8,21.48196776,south
1562,Cristina,2020,May,Thursday,eye liner,59,178.7007677,west
1563,Zaret,2018,December,Tuesday,eye liner,59,179.0993827,east
1564,Emilee,2019,November,Wednesday,foundation,34,103.7232097,midwest
1565,Emilee,2018,November,Monday,mascara,27,82.68075588,midwest
1566,Cici,2020,October,Monday,foundation,3,10.69506751,south
1567,Hallagan,2019,August,Saturday,mascara,89,269.1197611,west
1568,Hallagan,2019,May,Friday,eye liner,58,175.9816,south
1569,Cici,2019,January,Wednesday,lipstick,52,158.0457179,west
1570,Cici,2020,July,Thursday,mascara,32,98.04752721,east
1571,Cristina,2019,September,Sunday,mascara,3,10.58406469,south
1572,Zaret,2018,November,Thursday,eye liner,45,137.0793541,west
1573,Colleen,2018,November,Monday,eye liner,91,275.5580525,east
1574,Zaret,2020,February,Sunday,foundation,8,21.44876877,south
1575,Betsy,2019,March,Saturday,mascara,7,19.13604609,midwest
1576,Hallagan,2019,November,Saturday,foundation,33,100.8864967,west
1577,Colleen,2019,May,Friday,lip gloss,7,18.80716479,south
1578,Colleen,2020,October,Thursday,foundation,82,248.4254323,east
1579,Ashley,2018,June,Sunday,eye liner,87,262.8464594,east
1580,Cici,2019,February,Monday,mascara,93,281.5294445,midwest
1581,Cristina,2019,October,Friday,foundation,72,218.1690559,south
1582,Jen,2018,October,Saturday,mascara,11,35.11622194,east
1583,Colleen,2020,July,Sunday,lip gloss,18,55.7801248,south
1584,Betsy,2020,August,Friday,foundation,93,281.2588599,east
1585,Hallagan,2019,August,Saturday,foundation,56,170.4255902,west
1586,Ashley,2018,September,Friday,lip gloss,66,199.7027456,midwest
1587,Ashley,2019,January,Wednesday,lip gloss,95,286.7553012,west
1588,Zaret,2019,July,Thursday,mascara,61,184.839085,midwest
1589,Colleen,2020,July,Sunday,lip gloss,26,79.32246678,east
1590,Emilee,2019,December,Thursday,mascara,29,89.1164361,west
1591,Emilee,2019,February,Monday,lip gloss,61,184.7926938,east
1592,Hallagan,2020,June,Tuesday,mascara,3,7.006346193,south
1593,Cici,2020,January,Tuesday,foundation,40,122.0527412,south
1594,Hallagan,2020,July,Sunday,foundation,86,260.3669997,west
1595,Cici,2019,June,Saturday,lipstick,58,176.5790012,midwest
1596,Hallagan,2019,February,Monday,eye liner,13,41.15897785,west
1597,Cici,2020,December,Thursday,eye liner,14,44.43358321,south
1598,Emilee,2019,April,Thursday,mascara,85,256.6763758,south
1599,Cristina,2020,January,Wednesday,lip gloss,42,127.6000829,midwest
1600,Cici,2020,November,Tuesday,lipstick,11,35.42750383,west
1601,Jen,2018,January,Monday,lip gloss,32,98.40502874,south
1602,Hallagan,2019,January,Sunday,lip gloss,79,239.2646382,south
1603,Emilee,2018,June,Thursday,lip gloss,25,77.04674701,west
1604,Cristina,2019,November,Sunday,foundation,94,284.0603449,west
1605,Colleen,2020,November,Tuesday,eye liner,6,20.05720577,midwest
1606,Zaret,2019,June,Wednesday,lipstick,15,46.56706338,west
1607,Cristina,2018,June,Monday,eye liner,15,47.25252025,east
1608,Emilee,2018,March,Wednesday,foundation,81,244.7098066,east
1609,Betsy,2019,April,Sunday,eye liner,94,283.4587865,east
1610,Zaret,2018,January,Thursday,mascara,11,35.18732843,midwest
1611,Colleen,2018,March,Thursday,eye liner,12,38.18300548,west
1612,Hallagan,2019,August,Wednesday,eye liner,85,257.1384847,midwest
1613,Zaret,2020,November,Saturday,eye liner,39,119.0550888,south
1614,Zaret,2018,July,Friday,foundation,9,29.10853501,east
1615,Zaret,2019,January,Thursday,mascara,25,77.54204197,west
1616,Jen,2018,June,Sunday,eye liner,79,239.8900392,midwest
1617,Hallagan,2018,May,Wednesday,eye liner,83,250.6217221,midwest
1618,Hallagan,2019,December,Thursday,foundation,3,6.444152629,south
1619,Cici,2020,February,Thursday,mascara,62,188.2362546,midwest
1620,Cici,2018,February,Friday,eye liner,6,19.31516511,east
1621,Ashley,2020,April,Saturday,mascara,13,41.39474764,midwest
1622,Emilee,2019,September,Thursday,eye liner,88,266.1530698,west
1623,Emilee,2018,April,Monday,eye liner,35,106.7048353,west
1624,Cristina,2018,October,Saturday,eye liner,61,185.3818285,midwest
1625,Hallagan,2019,July,Friday,eye liner,95,287.1546771,west
1626,Emilee,2018,December,Saturday,eye liner,30,92.41702576,east
1627,Emilee,2020,July,Sunday,eye liner,1,1.637067423,east
1628,Betsy,2018,December,Saturday,lipstick,5,16.92808142,midwest
1629,Betsy,2019,March,Tuesday,foundation,42,127.31652,east
1630,Zaret,2019,April,Monday,eye liner,14,44.54064071,midwest
1631,Cristina,2019,August,Tuesday,eye liner,4,10.00599097,south
1632,Cici,2020,January,Saturday,foundation,27,82.2563447,south
1633,Cici,2018,May,Tuesday,mascara,5,17.1109582,east
1634,Ashley,2019,March,Saturday,mascara,57,173.2964494,south
1635,Hallagan,2018,October,Tuesday,lip gloss,78,235.6110266,west
1636,Cici,2020,September,Saturday,mascara,11,35.30392719,midwest
1637,Cristina,2018,October,Tuesday,lip gloss,55,166.9336199,south
1638,Ashley,2018,October,Tuesday,mascara,15,46.98816838,east
1639,Cristina,2018,February,Friday,eye liner,53,161.3922403,midwest
1640,Zaret,2019,August,Saturday,lip gloss,70,212.0109068,midwest
1641,Cici,2020,August,Friday,foundation,56,170.0315967,east
1642,Zaret,2020,May,Monday,eye liner,91,275.4720957,east
1643,Jen,2018,December,Tuesday,lipstick,55,167.8056998,midwest
1644,Cristina,2019,October,Tuesday,mascara,1,4.706765347,south
1645,Cristina,2019,January,Thursday,eye liner,23,70.73623754,west
1646,Hallagan,2019,December,Monday,lip gloss,0,2.29985939,east
1647,Cristina,2018,December,Tuesday,mascara,86,259.9649148,west
1648,Colleen,2018,March,Thursday,eye liner,13,40.99004568,midwest
1649,Ashley,2020,April,Wednesday,mascara,54,163.688553,west
1650,Colleen,2018,March,Wednesday,mascara,82,247.6570212,east
1651,Emilee,2019,February,Monday,foundation,27,82.64639245,midwest
1652,Zaret,2020,October,Thursday,lipstick,84,254.5834253,west
1653,Ashley,2018,May,Tuesday,eye liner,56,170.2492639,east
1654,Betsy,2018,February,Saturday,lipstick,92,277.2693443,south
1655,Betsy,2018,January,Thursday,lip gloss,25,77.55391857,west
1656,Betsy,2018,December,Saturday,eye liner,67,203.004457,east
1657,Cici,2018,April,Monday,lipstick,75,226.8644134,west
1658,Emilee,2019,September,Thursday,eye liner,14,44.14052046,midwest
1659,Cristina,2019,December,Monday,lip gloss,48,145.8112938,west
1660,Colleen,2018,May,Saturday,foundation,73,221.1680042,west
1661,Hallagan,2019,June,Saturday,foundation,28,85.64608835,east
1662,Ashley,2019,November,Sunday,eye liner,12,38.54399812,west
1663,Cici,2019,April,Monday,lip gloss,50,152.1134053,south
1664,Cristina,2020,September,Sunday,foundation,5,12.64098802,midwest
1665,Hallagan,2019,January,Sunday,lip gloss,6,19.47623391,east
1666,Hallagan,2019,February,Friday,foundation,63,190.5686249,east
1667,Emilee,2020,June,Tuesday,foundation,33,100.7532443,midwest
1668,Cici,2018,September,Friday,eye liner,61,185.1654179,south
1669,Colleen,2018,December,Friday,foundation,16,50.70907648,east
1670,Jen,2020,May,Friday,eye liner,15,47.14275128,midwest
1671,Colleen,2020,July,Thursday,eye liner,1,0.599495295,south
1672,Hallagan,2019,June,Saturday,lip gloss,28,85.35916428,west
1673,Jen,2020,September,Sunday,foundation,74,223.5358945,east
1674,Emilee,2018,April,Monday,lip gloss,60,182.5295728,east
1675,Cristina,2019,April,Monday,mascara,26,79.64478789,midwest
1676,Hallagan,2018,February,Saturday,foundation,41,124.8054641,east
1677,Ashley,2018,May,Saturday,lip gloss,1,0.728756976,south
1678,Ashley,2020,July,Wednesday,lip gloss,89,268.7162046,east
1679,Hallagan,2018,June,Sunday,mascara,12,38.03437362,east
1680,Cristina,2018,October,Saturday,eye liner,21,65.91159641,south
1681,Jen,2020,June,Saturday,mascara,23,71.51817115,west
1682,Cici,2019,March,Wednesday,foundation,1,18.64097332,south
1683,Betsy,2018,March,Wednesday,foundation,35,106.6509534,south
1684,Ashley,2018,September,Monday,mascara,94,283.7951383,midwest
1685,Ashley,2019,November,Saturday,eye liner,88,265.9615127,south
1686,Ashley,2018,March,Wednesday,lipstick,26,79.79839366,south
1687,Cici,2018,July,Friday,foundation,83,250.9869808,south
1688,Emilee,2020,May,Friday,mascara,11,34.67747422,west
1689,Colleen,2020,September,Wednesday,foundation,18,56.57016742,east
1690,Zaret,2019,March,Saturday,eye liner,90,272.3598864,east
1691,Colleen,2019,September,Monday,mascara,12,38.35856709,east
1692,Colleen,2018,January,Monday,lip gloss,39,118.6350895,midwest
1693,Colleen,2018,February,Tuesday,lipstick,45,137.7102537,midwest
1694,Zaret,2020,December,Wednesday,foundation,74,223.2426177,east
1695,Colleen,2019,July,Monday,foundation,95,286.9794076,south
1696,Hallagan,2018,June,Sunday,lip gloss,48,145.4794184,west
1697,Betsy,2018,October,Saturday,mascara,3,7.055698438,midwest
1698,Cristina,2019,May,Tuesday,lipstick,92,278.5151013,midwest
1699,Zaret,2019,March,Tuesday,mascara,17,53.27884756,east
1700,Hallagan,2018,October,Wednesday,lip gloss,45,136.3123337,south
1701,Cristina,2020,October,Thursday,lipstick,62,187.9720893,south
1702,Zaret,2018,October,Wednesday,foundation,52,158.0460445,midwest
1703,Hallagan,2018,May,Wednesday,lipstick,73,221.2395283,south
1704,Cici,2019,July,Monday,lipstick,38,116.5398115,south
1705,Hallagan,2019,December,Monday,eye liner,0,1.70597167,west
1706,Jen,2018,October,Saturday,eye liner,70,211.8094293,south
1707,Cici,2019,May,Friday,foundation,8,22.16452981,midwest
1708,Cici,2020,April,Sunday,eye liner,65,196.9496646,west
1709,Cici,2020,November,Saturday,lip gloss,5,12.23517221,east
1710,Cici,2019,July,Friday,foundation,34,104.4614882,east
1711,Colleen,2020,March,Tuesday,lip gloss,72,217.8858717,west
1712,Jen,2019,January,Thursday,eye liner,1,0.65444776,south
1713,Emilee,2019,December,Thursday,lip gloss,40,122.1426848,west
1714,Hallagan,2020,September,Saturday,mascara,65,196.7048678,east
1715,Cici,2020,July,Wednesday,lip gloss,77,232.4174052,midwest
1716,Jen,2020,April,Wednesday,mascara,51,155.0013973,south
1717,Zaret,2019,April,Sunday,foundation,9,25.10327556,east
1718,Jen,2019,March,Wednesday,mascara,17,52.73287093,midwest
1719,Ashley,2019,April,Sunday,eye liner,11,34.80677751,midwest
1720,Emilee,2020,June,Saturday,lip gloss,40,121.6486981,east
1721,Ashley,2019,August,Saturday,foundation,67,202.7248317,west
1722,Cici,2019,July,Friday,lipstick,79,239.2506677,south
1723,Zaret,2018,May,Saturday,foundation,7,19.15986238,south
1724,Zaret,2019,May,Tuesday,mascara,72,218.059697,east
1725,Colleen,2019,July,Friday,eye liner,53,160.7690084,west
1726,Emilee,2020,July,Wednesday,eye liner,35,107.4093928,east
1727,Ashley,2020,October,Friday,lip gloss,39,118.6705389,midwest
1728,Colleen,2018,July,Friday,mascara,7,19.35407897,south
1729,Cristina,2018,June,Thursday,eye liner,68,206.3442384,east
